0;0;0;0;land;false;unknown;0
1;249;220;86;land;true;plains;1
2;217;172;182;land;true;plains;1
3;189;200;196;land;false;plains;1
4;204;95;245;land;false;plains;1
5;198;104;254;land;true;plains;1
6;167;180;234;land;false;plains;1
7;250;64;217;land;true;plains;1
8;141;190;194;land;false;plains;1
9;31;250;252;land;true;plains;1
10;48;247;216;land;false;plains;1
11;196;175;169;land;false;plains;1
12;238;91;198;land;true;plains;1
13;209;254;165;land;false;plains;1
14;210;149;207;land;true;plains;1
15;172;218;165;land;false;plains;1
16;97;231;189;land;false;plains;1
17;60;189;252;land;false;plains;1
18;165;166;202;land;false;plains;1
19;165;245;138;land;false;plains;1
20;147;159;196;land;false;plains;1
21;162;243;148;land;false;plains;1
22;252;200;113;land;false;plains;1
23;210;247;116;land;false;plains;1
24;91;233;196;land;true;plains;1
25;248;191;224;land;false;plains;1
26;227;225;139;land;false;plains;1
27;170;219;148;land;true;plains;1
28;246;230;142;land;true;plains;1
29;208;235;120;land;false;plains;1
30;209;246;190;land;false;plains;1
31;109;150;247;land;false;plains;1
32;240;120;180;land;false;plains;1
33;71;230;215;land;false;plains;1
34;247;185;86;land;false;plains;1
35;81;247;192;land;false;plains;1
36;219;42;243;land;false;plains;1
37;197;179;215;land;false;plains;1
38;246;164;112;land;true;plains;1
39;67;220;226;land;true;plains;1
40;166;124;252;land;false;plains;1
41;217;242;193;land;false;plains;1
42;220;219;173;land;false;plains;1
43;237;151;251;land;false;plains;1
44;254;141;175;land;false;plains;1
45;245;236;99;land;true;plains;1
46;237;100;166;land;false;plains;1
47;94;253;253;land;true;plains;1
48;210;247;145;land;false;plains;1
49;213;225;139;land;false;plains;1
50;245;240;62;land;false;plains;1
51;202;86;236;land;true;plains;1
52;241;240;79;land;false;plains;1
53;250;238;215;land;false;plains;1
54;237;184;216;land;false;plains;1
55;196;136;249;land;false;plains;1
56;195;250;128;land;true;plains;1
57;236;154;234;land;false;plains;1
58;139;227;200;land;true;plains;1
59;254;253;160;land;false;plains;1
60;130;130;253;land;false;plains;1
61;234;250;65;land;true;plains;1
62;89;196;227;land;true;plains;1
63;220;209;176;land;true;plains;1
64;210;243;75;land;false;plains;1
65;76;247;226;land;false;plains;1
66;247;156;113;land;false;plains;1
67;158;159;247;land;false;plains;1
68;163;143;200;land;false;plains;1
69;249;135;146;land;false;plains;1
70;251;247;220;land;true;plains;1
71;179;239;236;land;false;plains;1
72;199;157;148;land;false;plains;1
73;229;218;217;land;false;plains;1
74;202;153;185;land;true;plains;1
75;235;218;202;land;false;plains;1
76;109;156;239;land;false;plains;1
77;232;237;181;land;false;plains;1
78;247;254;193;land;false;plains;1
79;161;199;154;land;false;plains;1
80;183;205;254;land;false;plains;1
81;214;186;138;land;false;plains;1
82;114;199;253;land;false;plains;1
83;249;124;150;land;true;plains;1
84;250;173;218;land;false;plains;1
85;190;208;237;land;false;plains;1
86;234;104;194;land;true;plains;1
87;212;149;178;land;false;plains;1
88;123;245;227;land;true;plains;1
89;211;240;159;land;false;plains;1
90;222;199;134;land;true;plains;1
91;196;186;211;land;false;plains;1
92;65;244;215;land;false;plains;1
93;81;199;249;land;false;plains;1
94;205;126;176;land;false;plains;1
95;189;178;192;land;false;plains;1
96;116;246;144;land;false;plains;1
97;216;193;249;land;true;plains;1
98;136;198;246;land;false;plains;1
99;252;221;105;land;true;plains;1
100;213;199;105;land;false;plains;1
101;245;236;174;land;false;plains;1
102;235;164;223;land;true;plains;1
103;201;151;208;land;true;plains;1
104;236;197;91;land;false;plains;1
105;162;245;146;land;true;plains;1
106;249;194;185;land;false;plains;1
107;178;169;252;land;false;plains;1
108;195;163;188;land;false;plains;1
109;230;163;239;land;true;plains;1
110;248;156;190;land;false;plains;1
111;171;172;208;land;false;plains;1
112;164;175;208;land;false;plains;1
113;251;134;167;land;false;plains;1
114;179;90;233;land;true;plains;1
115;201;185;247;land;false;plains;1
116;202;246;74;land;true;plains;1
117;151;129;229;land;false;plains;1
118;232;49;241;land;false;plains;1
119;218;66;252;land;false;plains;1
120;251;189;108;land;false;plains;1
121;252;112;177;land;false;plains;1
122;74;223;225;land;false;plains;1
123;205;135;163;land;false;plains;1
124;199;245;233;land;false;plains;1
125;251;232;127;land;true;plains;1
126;253;123;243;land;false;plains;1
127;163;205;197;land;false;plains;1
128;214;254;181;land;true;plains;1
129;191;211;209;land;false;plains;1
130;241;141;180;land;false;plains;1
131;227;177;142;land;false;plains;1
132;219;153;191;land;false;plains;1
133;219;209;76;land;false;plains;1
134;253;249;150;land;false;plains;1
135;249;184;151;land;false;plains;1
136;225;223;126;land;true;plains;1
137;108;215;191;land;false;plains;1
138;245;200;233;land;false;plains;1
139;230;249;48;land;false;plains;1
140;198;239;66;land;false;plains;1
141;218;93;216;land;true;plains;1
142;196;82;252;land;true;plains;1
143;163;192;193;land;false;plains;1
144;152;185;236;land;true;plains;1
145;181;177;248;land;false;plains;1
146;151;132;227;land;false;plains;1
147;253;249;2;land;false;plains;1
148;224;239;72;land;true;plains;1
149;150;210;231;land;false;plains;1
150;217;151;199;land;false;plains;1
151;130;252;186;land;false;plains;1
152;245;180;118;land;true;plains;1
153;168;203;251;land;false;plains;1
154;217;113;247;land;true;plains;1
155;139;174;236;land;false;plains;1
156;148;242;141;land;false;plains;1
157;236;239;46;land;false;plains;1
158;136;247;174;land;false;plains;1
159;180;191;243;land;false;plains;1
160;178;153;220;land;false;plains;1
161;213;231;211;land;true;plains;1
162;163;245;247;land;false;plains;1
163;138;251;195;land;false;plains;1
164;173;202;226;land;false;plains;1
165;238;233;187;land;false;plains;1
166;251;249;101;land;true;plains;1
167;191;143;214;land;true;plains;1
