12;floating_harbor;2474.00;9.50;2530.00;-1.57;3614
105;floating_harbor;1348.95;9.50;1983.95;-0.79;3692
147;floating_harbor;1598.87;9.50;1558.74;-3.61;3721
148;floating_harbor;3510.00;9.50;1561.00;0.00;3722
149;floating_harbor;1586.00;9.50;1536.00;-4.48;3723
154;floating_harbor;2934.95;9.50;1486.95;-0.79;3726
168;floating_harbor;1713.00;9.50;1343.00;0.00;3734
170;floating_harbor;2745.00;9.50;1260.00;-2.77;3735
162;floating_harbor;1683.00;9.50;1298.00;1.57;2704
208;floating_harbor;3244.00;9.50;871.00;-2.24;3007
1;supply_node;4094.00;9.50;244.00;0.89;0
1;supply_node;4050.00;9.50;235.00;2.36;0
1;supply_node;3963.00;9.50;212.00;5.30;0
1;naval_base;4094.00;9.50;244.00;-3.14;4458
1;naval_base;4052.00;9.50;235.00;-3.93;4736
1;naval_base;3965.00;9.50;213.00;-3.93;3997
1;bunker;4094.00;9.50;247.00;4.36;0
1;bunker;4051.00;9.82;237.00;2.20;0
1;bunker;3962.00;9.50;213.00;4.86;0
1;coastal_bunker;4094.00;9.50;244.00;-3.14;0
1;coastal_bunker;4051.00;9.82;237.00;-3.93;0
1;coastal_bunker;3962.00;9.50;213.00;-3.93;0
2;arms_factory;1785.00;9.70;603.00;4.90;0
2;arms_factory;1780.00;9.70;602.00;5.00;0
2;arms_factory;1777.00;9.70;589.00;2.84;0
2;arms_factory;1795.00;9.70;581.00;5.50;0
2;arms_factory;1796.00;9.70;594.00;0.78;0
2;arms_factory;1797.00;9.70;586.00;3.45;0
2;industrial_complex;1790.00;9.70;598.00;1.29;0
2;industrial_complex;1799.00;10.00;592.00;5.41;0
2;industrial_complex;1781.00;9.70;590.00;5.51;0
2;industrial_complex;1784.00;9.70;597.00;3.35;0
2;industrial_complex;1781.00;9.70;595.00;6.01;0
2;industrial_complex;1801.00;9.70;583.00;2.40;0
2;air_base;1797.00;9.70;575.00;3.96;0
2;supply_node;1776.00;9.70;596.00;2.66;0
2;supply_node;1797.00;9.70;578.00;4.14;0
2;supply_node;1796.00;9.70;590.00;1.90;0
2;supply_node;1787.00;9.70;598.00;4.83;0
2;supply_node;1784.00;9.70;589.00;0.03;0
2;bunker;1782.00;9.70;598.00;1.45;0
2;bunker;1789.00;9.70;590.00;4.47;0
2;bunker;1800.00;9.70;577.00;0.85;0
2;bunker;1795.00;9.70;596.00;3.51;0
2;bunker;1784.00;9.70;597.00;1.35;0
2;anti_air_building;1787.00;9.70;596.00;1.46;0
2;anti_air_building;1795.00;9.70;590.00;5.58;0
2;anti_air_building;1789.00;9.70;585.00;1.96;0
2;synthetic_refinery;1800.00;9.70;573.00;6.08;0
2;fuel_silo;1774.00;9.70;591.00;6.18;0
2;radar_station;1790.00;9.70;587.00;5.79;0
2;rocket_site;1781.00;9.70;600.00;0.41;0
2;nuclear_reactor;1790.00;9.70;587.00;3.07;0
3;arms_factory;1815.00;9.70;543.00;2.84;0
3;arms_factory;1823.00;9.75;531.00;5.50;0
3;arms_factory;1817.00;9.70;537.00;0.78;0
3;arms_factory;1813.00;9.70;549.00;3.45;0
3;arms_factory;1821.00;9.70;541.00;1.29;0
3;arms_factory;1814.00;9.70;546.00;5.41;0
3;industrial_complex;1813.00;9.70;545.00;5.51;0
3;industrial_complex;1816.00;9.70;530.00;3.35;0
3;industrial_complex;1812.00;9.70;535.00;6.01;0
3;industrial_complex;1813.00;9.70;544.00;2.40;0
3;industrial_complex;1817.00;9.70;540.00;3.96;0
3;industrial_complex;1812.00;9.70;528.00;1.80;0
3;air_base;1823.00;9.70;533.00;3.00;0
3;supply_node;1816.00;9.70;542.00;1.90;0
3;supply_node;1817.00;9.70;531.00;4.83;0
3;supply_node;1809.00;9.70;553.00;0.03;0
3;bunker;1816.00;9.70;542.00;1.45;0
3;bunker;1816.00;9.70;528.00;4.47;0
3;bunker;1812.00;9.70;549.00;0.85;0
3;anti_air_building;1822.00;9.70;535.00;3.51;0
3;anti_air_building;1819.00;9.70;536.00;1.35;0
